Area_SqFt,Bedrooms,Full_Bathrooms,Half_Bathrooms,Location,Year_Built,Garage_Area,Basement_Area,Luxury_Score,Price
2496,4,3,0,Suburbs,2007.0,389.150649804654,1135.9533460022456,70.0,801866.3673498296
2405,4,3,0,Premium,2001.0,568.4620599010958,743.4596273505829,73.0,1741440.7212085237
2813,4,3,1,Suburbs,2003.0,459.3707411095312,0.0,39.0,755692.5174512038
3609,2,1,0,Rural,2008.0,0.0,1702.6392353801539,59.0,555400.1305451662
2374,3,2,1,Downtown,1971.0,493.1496348809103,0.0,76.0,1106401.521281787
1622,2,2,0,Standard,1986.0,277.99600953266633,806.4360018290288,61.0,659721.8409228954
3583,3,2,1,Downtown,1961.0,353.8944520454153,0.0,30.0,1048375.7545905542
2623,3,2,2,Standard,1984.0,264.34073155680693,0.0,11.0,658256.0308397363
773,2,2,0,Suburbs,1998.0,418.80864577101073,200.0,24.0,323815.5154104655
2376,1,1,2,Suburbs,2009.0,203.10875992709646,506.1532998449752,50.0,611400.1290901803
3025,1,1,0,Standard,1983.0,0.0,997.1244471524072,78.0,794782.0335073372
1165,5,2,1,Rural,2023.0,0.0,646.743672209984,40.0,420203.0411354005
2459,4,4,1,Downtown,1990.0,324.15691211212174,604.5986212804453,34.0,1203694.0647800292
3294,3,1,0,Suburbs,2007.0,311.16334335639795,1400.7343948193154,19.0,726810.0692277212
2937,2,2,1,Premium,1984.0,473.2780207711013,0.0,12.0,1247392.8868781251
3065,3,1,1,Standard,2018.0,450.183645180682,1182.0756318536792,68.0,982299.6987882789
2011,4,3,1,Standard,1986.0,405.5638512904684,0.0,75.0,875556.472482213
1530,3,2,0,Standard,1985.0,594.8771878943776,337.64771694242614,28.0,654333.5221127202
3187,1,1,0,Standard,1993.0,150.0,0.0,66.0,747483.0984266629
2361,3,2,0,Downtown,1964.0,0.0,679.8434050547527,89.0,1106038.6534290423
2131,1,1,0,Rural,1976.0,287.49427335353187,772.4893888006501,52.0,309369.16461370187
2818,1,1,1,Suburbs,2013.0,495.91420632888247,0.0,51.0,617761.0210357037
2308,5,3,0,Suburbs,2017.0,,1072.4348107400097,18.0,756972.862975539
1673,2,2,0,Suburbs,2018.0,236.38694262666303,582.4574186617956,23.0,546691.7947289386
1864,3,1,1,Suburbs,1995.0,,0.0,99.0,626478.0651484561
2887,1,1,1,Downtown,2017.0,222.9252269503542,1124.8649251973477,43.0,1070620.143317771
2531,2,2,0,Standard,1977.0,603.965783999247,961.5748353619794,78.0,889702.3791099567
1607,1,1,0,Standard,2023.0,203.32842673195358,0.0,28.0,413326.49735634663
1815,4,3,2,Standard,2013.0,361.0378924902536,0.0,93.0,982972.1365042089
2791,3,2,0,Rural,1987.0,0.0,981.0378528907372,91.0,590641.5467828803
2670,2,2,0,Downtown,2022.0,457.54825358001835,0.0,,963121.7402784596
2345,1,1,1,Premium,1981.0,568.4156860350013,672.3849934490577,51.0,1219539.7580793574
1320,3,2,2,Downtown,1970.0,524.3835378455668,603.8650728061228,98.0,1101925.4888046922
1747,2,2,1,Standard,1997.0,511.44931164087274,835.4834462477784,98.0,792695.7636927562
3699,2,2,1,Suburbs,1983.0,0.0,0.0,1.0,651575.9882422788
600,2,2,1,Standard,1969.0,368.16485475766797,200.0,56.0,441726.09676676925
3031,2,1,2,Standard,1980.0,431.6389242945895,1140.121671886417,28.0,850383.9902617964
2280,5,3,2,Rural,2009.0,300.1699199486981,1058.9058436848975,11.0,522543.6086865829
1805,4,3,0,Suburbs,1991.0,466.50639731535625,769.6754809682329,79.0,755114.6010718646
2285,1,1,1,Rural,1974.0,541.8533556245733,890.1828315145364,48.0,407318.9019077543
2541,2,2,0,Suburbs,2003.0,473.87252271169336,775.6684748176156,7.0,540958.4942610002
925,2,2,1,Suburbs,1972.0,557.491539928752,200.0,81.0,512236.77911447803
1414,3,2,0,Suburbs,2017.0,477.91549347876065,0.0,3.0,415732.5759018469
3044,2,2,1,Downtown,2004.0,150.0,1150.9994056027383,11.0,1070650.0822138346
2366,1,1,0,Downtown,2002.0,360.0141572606522,646.8744267860988,6.0,716635.6466796355
2537,3,2,1,Standard,1994.0,417.1253625232193,0.0,41.0,667895.2388940731
2780,2,2,0,Standard,1971.0,397.75443729535687,0.0,83.0,856435.4555488783
2004,3,2,0,Standard,1982.0,394.0725186652659,0.0,73.0,680786.5018548913
2325,3,1,1,Standard,1983.0,0.0,837.1062734444869,59.0,772967.0932218769
2699,3,2,1,Standard,2015.0,427.32023065167647,1111.877409926902,68.0,977694.722513438
1172,2,2,0,Standard,1992.0,495.48130571135016,854.5267601787929,100.0,698078.9389032085
2699,3,1,1,Rural,2013.0,350.7150225620563,1099.6645911512294,57.0,533216.2670707788
1645,3,1,0,Suburbs,2001.0,371.53726641104754,603.7321669547981,77.0,535189.7155404451
3392,3,2,0,Standard,1986.0,319.32574452024664,1569.5911690091698,46.0,925837.1452485836
2350,3,2,2,Standard,1960.0,390.58772116462734,1102.7681141301377,79.0,932509.9928432073
2586,3,1,1,Standard,2006.0,540.7893704762668,1221.4699638549464,19.0,818689.7219995926
2445,2,1,0,Rural,1983.0,389.6170888087723,663.2913553219537,87.0,451289.38752805215
2424,5,3,1,Suburbs,1960.0,382.96046085478775,787.5947106912269,36.0,748727.8146087017
2599,3,2,0,Downtown,1965.0,472.03438928585547,0.0,34.0,885762.0009331371
3004,2,2,0,Suburbs,2001.0,0.0,0.0,39.0,630214.8949147579
2817,1,1,1,Suburbs,2006.0,567.628082316191,990.606632817404,55.0,661568.5758125337
2415,1,1,0,Standard,2014.0,0.0,965.7549923383491,75.0,820667.1939792633
1892,2,2,2,Standard,1999.0,521.3581433631667,582.0434225783353,3.0,611501.8448614622
3372,4,4,1,Rural,2025.0,443.0650956101889,1459.8169849147748,62.0,781676.5949804441
2496,3,1,1,Suburbs,2009.0,475.2841584790933,759.4744793607623,21.0,565922.8199079707
2093,2,1,0,Suburbs,1988.0,623.153266960527,891.8177717059779,52.0,639582.466810441
2423,2,1,0,Standard,1966.0,466.2437601721325,952.1647815457997,52.0,720989.3932886983
1498,1,1,0,Standard,2000.0,424.09169532327525,786.1603325391309,10.0,488300.8574689077
1750,3,1,2,Standard,1976.0,300.95031057998256,0.0,53.0,638311.0210880898
3707,3,2,0,Standard,1999.0,223.1587896838932,1669.6657493451996,91.0,1191351.3262582023
1903,2,1,1,Suburbs,2004.0,573.1352207349639,550.4726771907226,28.0,589238.3069207643
2086,3,2,0,Standard,1971.0,383.44001438514346,0.0,70.0,719091.1654586262
1515,3,2,2,Standard,1965.0,349.8920376914732,656.4897109907326,64.0,747563.4903850222
2705,2,2,0,Suburbs,2006.0,358.5801870278252,0.0,64.0,688776.9823730314
2162,3,2,1,Suburbs,1983.0,330.77302971176374,0.0,42.0,682893.7832588678
3085,3,1,0,Suburbs,2006.0,329.8585699874159,1022.0823032595831,44.0,745873.9932596758
2475,2,2,0,Rural,1989.0,216.50394283202448,916.2237914067902,64.0,420512.16153003613
2453,3,1,1,Premium,2002.0,456.64593576799615,1096.0328416727702,8.0,1267564.0293457066
1578,5,4,1,Downtown,1988.0,289.9806863246554,0.0,76.0,1161746.0309160622
1736,4,4,0,Downtown,1966.0,362.02772499355825,401.8244326385142,24.0,908987.416134417
2472,2,2,0,Rural,2009.0,707.5594976667264,828.8519703700064,92.0,603707.7528433972
3567,4,4,0,Standard,2025.0,422.2796523462257,0.0,72.0,1207039.0177587226
1696,2,1,0,Standard,2009.0,159.15498954058185,1086.9889722270063,64.0,670278.489080992
2973,3,1,1,Standard,1964.0,684.4906102860892,1382.8045413352522,1.0,829548.2972473698
2334,1,1,0,Downtown,1969.0,472.8390880066004,743.8336256753314,12.0,634831.0991785806
1894,4,3,1,Standard,1994.0,558.1274746955961,0.0,5.0,609593.046940301
2769,2,2,2,Standard,2014.0,,915.678537557632,12.0,819415.6475116282
2847,2,2,1,Premium,1983.0,506.0659240159844,0.0,13.0,1208974.1604138047
982,3,2,0,Rural,1973.0,473.03422167429466,0.0,24.0,298595.6440933408
2222,4,3,1,Rural,2020.0,337.6824275441876,0.0,75.0,472224.5221384434
936,5,3,0,Standard,2020.0,663.6740349252925,0.0,95.0,835143.4589735598
2668,2,1,2,Suburbs,2019.0,278.7919856364944,1335.393922681869,75.0,781197.0651449547
2362,3,2,1,Downtown,2021.0,651.4284261253023,745.8565451928162,67.0,1289279.1230677553
1828,2,2,0,Standard,2018.0,380.4893738074701,667.0308211329807,86.0,772510.8900448272
2251,2,2,1,Standard,2022.0,157.42724283399346,671.181607909381,90.0,976802.1287103671
1270,3,2,1,Suburbs,1979.0,360.4257654399051,644.8986049393792,48.0,495731.790473028
2382,2,2,0,Downtown,1971.0,277.22127915249024,675.9822015975154,57.0,983629.9892842987
2260,3,2,1,Suburbs,1966.0,547.4767721498532,922.5062783482155,38.0,573262.085720554
2412,2,2,1,Standard,1978.0,347.96884121648594,1067.5202467949393,93.0,893061.0460567814
3652,3,2,0,Suburbs,1960.0,314.7191042666499,1371.1019138267138,4.0,728530.1773047296
1604,3,2,1,Standard,1962.0,299.6655262406178,610.9115265368973,54.0,683657.687581293
2887,3,2,1,Standard,2012.0,385.31613922417955,1089.3262618112497,1.0,810722.3394592737
2982,4,3,1,Standard,1980.0,442.4904925219898,868.6079901092719,41.0,983519.3067514194
3701,3,2,2,Suburbs,1975.0,450.7891649673794,1649.6023876841534,48.0,915100.8371068414
2649,4,3,0,Downtown,1981.0,178.75739804344926,0.0,44.0,1051824.3353586926
2195,1,1,0,Rural,1982.0,437.4604101795718,0.0,39.0,300017.4831984338
2138,3,2,0,Suburbs,1997.0,350.82770346409626,1050.2945911342272,96.0,797609.8395035045
1488,3,1,1,Standard,1972.0,0.0,0.0,49.0,460151.6308530773
3888,2,2,1,Downtown,1989.0,310.7246501387231,1300.9092601144366,43.0,1335683.8877470305
2932,5,2,1,Standard,,512.6635814505449,0.0,55.0,1001785.5225365299
3340,3,2,0,Downtown,1987.0,551.3487215397472,1476.810245993411,12.0,1157606.425177519
2484,3,2,1,Suburbs,1961.0,554.7642856749437,0.0,86.0,698478.0792612617
1954,1,1,1,Suburbs,1977.0,298.10645205585917,894.9633864124122,80.0,584848.7755527474
3162,3,2,0,Downtown,2008.0,0.0,1183.8162618593003,25.0,4222820.088939873
1114,3,1,0,Suburbs,2000.0,531.4308987507491,493.1594726278119,97.0,537021.2979656686
2702,2,2,0,Standard,2006.0,374.5031220683604,1168.3744289898711,62.0,930731.1153546497
3025,3,2,0,Premium,2018.0,350.8588710861832,1364.5245971936067,29.0,1626223.8453068612
2600,1,1,1,Standard,1968.0,574.4471320587762,909.5473632512491,68.0,786535.1588488611
2260,3,2,0,Downtown,1965.0,444.44430482555015,1021.3249765233643,5.0,929100.9869668826
2725,3,2,1,Standard,2016.0,699.692230676935,1009.503263435224,66.0,962687.1493556655
2388,1,1,0,Standard,1968.0,389.5800922581138,0.0,,685849.3579778242
1980,4,3,0,Standard,2017.0,520.4974064106743,730.3371261580305,22.0,815918.7499743288
1975,2,1,0,Standard,1974.0,0.0,685.3712507116948,11.0,492579.8566164602
1747,2,2,2,Rural,1975.0,,808.3412386326288,98.0,487818.28312970547
1978,3,2,0,Standard,1964.0,0.0,0.0,38.0,586854.6594105158
1210,2,2,0,Rural,1981.0,303.5269004198332,0.0,75.0,241415.70604101266
1456,2,2,2,Standard,2013.0,473.03289254508576,625.2067675622063,98.0,804799.8689378023
1368,5,3,0,Suburbs,1975.0,429.0482974947239,908.786567790494,46.0,611789.4894976749
1975,4,3,0,Standard,2006.0,634.4002757846024,0.0,47.0,761571.7160983416
1834,2,2,2,Downtown,1980.0,380.63800179297215,1089.1734280557616,,1143498.4283638785
1965,3,1,2,Standard,1977.0,299.20357699697564,0.0,100.0,845700.7605368033
1585,3,2,0,Suburbs,2012.0,0.0,796.7379934081457,18.0,493917.55347319436
1271,3,2,2,Suburbs,1965.0,363.24023694351087,500.15585132637653,12.0,445776.54537770676
2444,3,1,1,Suburbs,2019.0,825.943437221187,692.650818130764,66.0,802530.4610785418
1075,3,2,1,Rural,2001.0,,255.96470597492,49.0,288429.1693569389
1743,5,3,0,Standard,2017.0,332.60719780962876,774.1701129364404,98.0,949370.9857882303
2520,1,1,1,Downtown,1991.0,286.851304218039,758.1406148529707,96.0,1089745.8994453098
1672,2,1,0,Downtown,1981.0,0.0,858.855856697656,69.0,836894.7115767075
2874,3,2,1,Suburbs,1973.0,569.1887478275241,1009.6038199593258,30.0,749134.4481792627
2599,5,3,0,Suburbs,1982.0,370.43380180939073,1177.9683608017715,86.0,888016.9164980267
3639,2,1,1,Rural,1989.0,420.3762622162169,1660.8324429688396,70.0,596339.4970721566
1948,2,2,0,Suburbs,1965.0,230.04901513279046,785.890824040297,69.0,647723.9961546514
2319,3,2,0,Suburbs,1974.0,277.88931662617256,952.2709584414328,88.0,682682.3332644185
2230,4,3,1,Suburbs,,675.8131751368171,1139.6566421711293,61.0,846441.9756726851
1776,3,2,0,Rural,2001.0,393.7588756944409,0.0,98.0,485073.98056317685
3403,3,2,0,Standard,1966.0,268.0194392934862,1592.4835542994877,92.0,1061128.4383679228
1139,3,1,0,Standard,2004.0,,394.52525278127035,66.0,540543.5903716546
1214,4,3,0,Standard,2021.0,453.0349220110695,705.6783648110932,78.0,887539.3565264362
1762,2,2,1,Rural,1992.0,211.14959095477732,0.0,2.0,280712.21547393105
2666,3,2,0,Premium,2009.0,290.1576384354696,1333.5402789909429,65.0,1609944.0628704233
2677,2,2,1,Standard,1983.0,0.0,1131.1624972151737,51.0,830315.2986298562
2439,3,2,1,Downtown,1969.0,354.0427953756464,0.0,40.0,943147.4984958658
2867,3,1,0,Standard,1998.0,324.345219942909,1241.7167639387887,51.0,848455.5997811827
2346,4,2,2,Standard,2006.0,603.0152594361626,0.0,38.0,844964.4242284386
2427,5,3,1,Rural,1973.0,453.57893184924086,915.310298129805,28.0,497962.7794766025
1480,3,2,0,Suburbs,2020.0,827.0514383436462,0.0,9.0,544982.4541750007
2329,1,1,0,Suburbs,1972.0,284.482133915237,1286.769378958239,8.0,470614.5831731861
600,3,2,1,Rural,1963.0,0.0,573.3178686751085,32.0,312171.8328467101
1805,2,2,0,Suburbs,2008.0,0.0,1093.283103565267,2.0,484413.07347856637
2983,3,2,0,Premium,1987.0,469.436916923967,1144.4194102798317,66.0,1663774.5377297192
3229,4,2,0,Standard,1987.0,299.2734092048385,0.0,11.0,825248.2799416246
3018,4,4,1,Standard,2012.0,512.4373857060446,853.0695380155452,96.0,1268621.5812725488
2063,3,1,1,Suburbs,1976.0,311.25345396047175,0.0,94.0,637584.9353978625
2494,3,2,1,Downtown,1968.0,483.2941285020424,729.8401576841109,57.0,1098436.1508401814
1617,1,1,0,Rural,1975.0,334.9852543539783,846.5935670633241,90.0,328938.4839958028
3301,1,1,0,Downtown,2004.0,0.0,0.0,93.0,1113634.3309917625
2559,4,3,0,Downtown,2019.0,0.0,916.7060648316558,16.0,1079640.5621507566
2620,5,3,1,Premium,1962.0,0.0,1006.914134101359,21.0,1484494.9635058043
2843,2,1,0,Suburbs,1992.0,418.66563968604163,1116.633698736142,,709891.1624465883
3210,4,3,0,Downtown,2013.0,629.9175827152158,1496.891241628127,39.0,1447840.876393349
1435,2,1,1,Rural,1969.0,0.0,677.776135141067,14.0,200629.8683537322
2085,2,2,1,Rural,2007.0,683.7182672903831,923.0421757828124,50.0,475598.4649759977
2842,3,2,1,Rural,1976.0,484.9406062088033,1358.1250618274569,30.0,520459.8281565153
1944,3,2,0,Standard,2005.0,574.7735685841783,408.5211349554192,49.0,766458.8871026047
3031,3,1,1,Rural,2010.0,396.1345966184114,0.0,58.0,460254.30537657026
2400,3,2,1,Suburbs,2021.0,0.0,970.0180297141594,97.0,780420.0309425279
3339,3,2,0,Standard,1961.0,341.09880197108737,1180.0188551650872,80.0,1056495.3186302758
2094,4,4,1,Suburbs,1965.0,475.30028335998395,876.1568155448597,83.0,820179.8024246085
2539,3,1,1,Standard,2020.0,652.6255609510948,0.0,98.0,945219.4250645865
1761,1,1,1,Premium,1968.0,0.0,911.3652227711711,36.0,874183.5544284381
2637,5,3,1,Standard,2021.0,0.0,0.0,38.0,905140.6738735486
2430,2,2,2,Standard,1997.0,0.0,1037.925106234948,8.0,734001.0128607872
3065,2,2,1,Standard,1997.0,322.2346552183744,1007.0273015266295,11.0,833444.7274515369
1081,3,1,0,Suburbs,1974.0,516.5382782140288,613.9451039417398,80.0,501820.0417348751
2565,4,3,1,Standard,1988.0,593.699609359744,0.0,52.0,921326.5084204287
2353,4,4,0,Standard,1989.0,540.8543736248719,1197.0351554696383,15.0,819688.2122069573
2180,1,1,2,Standard,1991.0,150.0,806.8757433700008,23.0,571812.3578228494
2750,3,1,2,Standard,2019.0,0.0,1172.4593607293107,64.0,937691.5550329201
2183,3,2,1,Suburbs,2010.0,387.85181358967486,600.5069967629076,66.0,714701.1336396814
1941,5,2,0,Suburbs,1991.0,384.99305333445,0.0,90.0,658088.2896609377
1928,4,3,1,Suburbs,2023.0,,0.0,41.0,671250.2288689639
3596,3,1,0,Standard,1995.0,465.92650282286775,0.0,59.0,907272.6432538211
2915,5,3,1,Rural,1987.0,441.8384645751165,1223.3369639748685,26.0,593290.5153147181
2425,3,1,0,Downtown,2021.0,352.07313251214475,962.4298618379767,94.0,1262137.5533421745
2333,3,2,1,Suburbs,2019.0,0.0,0.0,28.0,498356.94274195354
2345,2,2,0,Downtown,1987.0,673.3589248827096,1139.2756549607561,91.0,1233168.5560425255
2937,3,2,2,Standard,1963.0,527.4282980491186,1026.8152542968983,34.0,866929.6919463498
2703,3,2,0,Premium,1980.0,334.2882027844695,0.0,16.0,1094736.8156090116
2675,3,2,0,Downtown,2001.0,611.7320058238654,794.6422350085686,65.0,1226946.6607412565
1748,2,2,0,Suburbs,1976.0,367.1412117963087,354.4629242881977,,672294.3833013503
2555,2,1,2,Suburbs,1989.0,326.2884374965656,0.0,21.0,572027.7686987232
2822,4,2,2,Suburbs,1990.0,399.2004140010813,0.0,35.0,685861.0581460912
2253,3,1,1,Rural,2011.0,353.9065241987923,0.0,94.0,430830.29840338713
1425,1,1,1,Standard,2018.0,290.551317655882,0.0,65.0,583981.612979892
3316,3,1,2,Standard,2005.0,268.4299092328863,0.0,99.0,993109.2488228792
2076,3,1,0,Standard,2009.0,464.2381596275295,0.0,6.0,587167.1832455375
2335,3,2,1,Suburbs,1989.0,451.89155019701,920.1437759341736,26.0,621867.3359836068
2328,1,1,1,Standard,2022.0,185.67007743255067,819.6215480192687,39.0,681107.3592803612
2667,4,3,0,Standard,2013.0,0.0,0.0,81.0,919231.2763374056
2375,5,3,1,Suburbs,1996.0,448.57588994911754,669.3001966003023,48.0,739724.3023415925
2854,2,1,1,Suburbs,1987.0,541.3345026351753,1020.2835961761874,26.0,665705.3513490082
2338,4,3,2,Standard,2016.0,604.0442489424865,0.0,78.0,980547.7473055441
3415,4,3,0,Standard,1971.0,449.8919138424962,0.0,50.0,884452.5660169089
967,3,1,0,Premium,1974.0,402.0479368112585,400.7719593963523,4.0,615889.7584541669
3368,4,3,1,Standard,1985.0,613.9351387119647,1270.3559909308058,13.0,1029121.0496362947
2810,5,3,0,Suburbs,2025.0,613.338776286449,1096.5222801166449,51.0,869518.8858588412
1785,2,2,2,Rural,2021.0,430.6667755784761,867.8412694995096,72.0,555334.9730582495
2395,4,4,2,Standard,2003.0,456.6427609630139,961.8988046553712,75.0,1024967.6613184948
3252,3,1,1,Rural,1974.0,473.9424715700454,0.0,32.0,441691.47860246716
1672,3,2,0,Suburbs,2012.0,,0.0,83.0,593099.1392175969
3362,5,2,0,Suburbs,1962.0,589.3416836007509,1482.7013656658119,2.0,110666.43740621558
2439,3,2,2,Standard,2014.0,550.9936947394772,1179.9301670115356,48.0,954531.6846983379
1661,2,1,2,Downtown,1975.0,444.87934332701343,473.3964592921044,58.0,816961.0998728242
2797,4,3,1,Standard,1978.0,0.0,0.0,12.0,802209.4888580022
3424,3,2,0,Standard,2014.0,,0.0,4.0,891464.8100758545
2988,4,3,1,Premium,2016.0,0.0,1708.2308117199382,38.0,1852353.016342677
3149,3,2,1,Standard,2024.0,0.0,1102.4168874380985,15.0,951743.2753395791
1984,2,2,0,Suburbs,2019.0,428.3005671264998,370.48771717626425,4.0,493829.9693974345
2930,3,1,1,Standard,2018.0,395.19717932693936,0.0,69.0,918422.5190543085
1757,3,2,1,Downtown,1982.0,343.7057245429869,942.9259321959446,51.0,975881.8962008876
2153,1,1,1,Downtown,2012.0,369.52654504993285,671.8431872507608,86.0,1112832.3700239812
3643,3,2,1,Standard,1970.0,,0.0,87.0,1064714.9797114453
2843,3,1,1,Rural,2005.0,508.56991246666314,1300.197490959253,62.0,587830.1660486677
3539,3,2,0,Rural,1989.0,448.3030719482821,1194.9881471737972,19.0,547517.1876869524
1752,3,2,1,Standard,1969.0,509.4054692694626,759.461247203405,97.0,821615.2898885992
3293,2,1,0,Standard,2018.0,345.639634946788,0.0,70.0,858810.7234559997
2820,4,3,1,Suburbs,1986.0,242.51296819457087,0.0,98.0,859388.024235283
3156,3,2,1,Standard,1971.0,499.0388060059824,818.8706958560481,60.0,890068.7755187231
2775,3,1,0,Standard,2006.0,495.4270733026054,1484.4897321617448,12.0,853214.7068649948
2937,2,2,1,Standard,2016.0,373.04012289848185,1122.6702300210154,64.0,1014844.7941767694
1618,4,3,0,Rural,1985.0,488.6032067266286,722.0626179092997,68.0,480545.72050046246
1008,3,1,0,Rural,1960.0,0.0,369.5515592938961,6.0,202807.8282740556
1232,4,3,0,Suburbs,2006.0,487.5594042282729,200.0,64.0,649655.5654410342
1628,3,2,0,Downtown,2024.0,590.7877455133549,519.1671826772881,14.0,885785.6442787129
2882,3,1,1,Rural,1962.0,453.21593029420126,1264.424802616679,26.0,509990.1967547837
2440,3,1,0,Suburbs,1999.0,285.17781693368715,914.8699809821838,34.0,546482.9006178724
1688,1,1,2,Premium,1980.0,425.6866071527494,0.0,59.0,1056275.2319995046
2653,1,1,1,Standard,2005.0,150.0,0.0,52.0,668273.8114693769
2382,4,4,1,Suburbs,1977.0,284.16203936752066,0.0,9.0,648980.0295374317
2594,1,1,0,Suburbs,1984.0,351.38917242973275,0.0,60.0,550185.1097511533
2008,2,2,2,Premium,1981.0,319.1784461654324,468.4204143302425,44.0,1193100.1550933293
1837,3,2,2,Suburbs,1982.0,699.4228479632388,0.0,2.0,513560.58336520003
3398,1,1,0,Standard,1969.0,319.78737931136277,0.0,53.0,732352.276905372
2438,4,3,1,Suburbs,2024.0,449.90579415612746,971.0425632218198,77.0,850060.7002017179
2433,3,2,0,Standard,2012.0,264.379173534778,1033.0301945914891,60.0,910676.8506666073
1333,1,1,0,Standard,1986.0,479.09951192210076,539.0367516110827,79.0,590411.5972642072
2234,4,3,1,Downtown,2012.0,350.7170122314554,729.878819118422,55.0,1310191.7466176236
2141,3,2,0,Suburbs,1960.0,425.8629778137099,855.8528887817773,66.0,644205.4799735807
1580,3,2,0,Standard,1989.0,643.5792118483213,530.0141509268516,15.0,578631.2676408893
1765,2,2,0,Standard,1982.0,385.23320287348776,472.65734545379155,86.0,743733.2027357391
3492,2,2,0,Suburbs,1965.0,383.0544286076398,0.0,22.0,700907.5720612867
1164,3,2,1,Rural,1990.0,282.79634565745806,654.6520155788276,71.0,402305.5409717496
1949,4,3,0,Rural,1994.0,646.3628868892483,937.4444998120946,84.0,547271.6065918223
1928,2,1,0,Downtown,2001.0,385.90714515515737,445.7996154436906,30.0,756858.5655150458
2564,4,4,0,Rural,2018.0,,1216.339026527155,28.0,623397.6177333071
2027,4,2,0,Standard,1972.0,0.0,754.7123437667717,77.0,772037.8274410084
1112,3,2,0,Standard,1962.0,466.41299819636566,200.0,11.0,454124.62252066506
1990,3,2,1,Rural,1987.0,352.03896785987433,598.3257875171797,60.0,443759.6980372437
2677,3,2,1,Suburbs,2013.0,268.3334040346284,1378.9133222682626,69.0,863127.7925460007
2540,3,2,0,Standard,2004.0,,1069.1699297016569,82.0,919227.6744648417
2183,3,1,0,Rural,1975.0,0.0,0.0,49.0,372315.06335664034
3233,2,1,1,Suburbs,1971.0,643.8966940009598,0.0,38.0,681993.4871150012
2209,3,2,0,Rural,1962.0,494.30958223894555,0.0,39.0,382728.6661874756
1516,3,2,1,Suburbs,1973.0,307.58497701410744,0.0,41.0,517305.7735642545
1295,4,2,0,Downtown,2007.0,291.9755644480271,502.60709271191297,71.0,937748.4140836248
1854,3,2,1,Rural,1998.0,172.01979439367364,0.0,69.0,384988.71588891174
2356,4,4,2,Suburbs,2024.0,0.0,1382.0279038958965,10.0,793730.0554787901
2599,3,2,0,Standard,,443.4176609275988,1151.1573447772328,84.0,950773.1760177296
2769,4,3,1,Standard,1995.0,467.80080528736715,1090.8178202431995,44.0,951734.9208071592
2633,4,2,0,Suburbs,1988.0,516.0012541967063,0.0,22.0,652864.9142178642
2958,2,2,1,Downtown,1967.0,228.62771528223658,0.0,78.0,1140113.9722557734
1306,3,2,1,Suburbs,1977.0,478.4740050103244,0.0,17.0,434575.3143018094
3270,4,4,0,Suburbs,1968.0,0.0,1355.5715868056016,39.0,2997466.059049985
3264,2,1,2,Standard,1990.0,264.83450695234643,1500.6088109445734,55.0,860925.9427205813
1976,3,2,0,Rural,2014.0,150.0,620.8656101569931,89.0,445798.2938423748
1646,3,2,0,Standard,2007.0,0.0,0.0,4.0,444441.49791044934
2678,2,2,1,Premium,1989.0,314.34301331884876,1135.1001532831037,43.0,1438062.7795092333
3363,3,1,0,Downtown,1964.0,505.47344746294266,1501.1287704723036,68.0,1274885.4711851222
2936,2,2,1,Downtown,2012.0,644.0677078239637,1110.0599376132805,86.0,1439120.5251896556
4948,3,2,1,Rural,2012.0,396.7872557571495,1625.2217328218844,,872260.9760225
1632,3,2,0,Rural,1990.0,350.7894444452985,513.2966858727762,47.0,421224.16210511955
2377,1,1,1,Downtown,1969.0,387.0422523472752,923.488578159373,14.0,665866.3595035984
3031,2,2,1,Standard,2016.0,194.08131253803865,1341.2902315826764,,977472.1727951489
1475,3,2,0,Standard,2020.0,424.03889299624984,0.0,93.0,726238.2453696356
2409,3,2,0,Standard,1981.0,462.3883988586386,0.0,26.0,644453.1342841728
1816,2,2,1,Downtown,1992.0,270.46474604351613,798.3384208634094,48.0,928559.9854747908
2096,3,1,1,Standard,1968.0,150.0,721.0611837574685,49.0,716622.8813458502
3494,4,2,1,Standard,1986.0,293.5236010832914,0.0,30.0,909762.8463029986
1874,3,2,1,Rural,2003.0,472.9929220192167,0.0,89.0,482690.20817280747
1680,3,2,0,Suburbs,1961.0,656.6212816171474,625.2820535444002,33.0,527709.7351446718
2071,4,3,1,Suburbs,2001.0,353.6007260838555,617.6954759367939,,643729.0862214763
2962,2,2,1,Downtown,1994.0,667.5877909911228,1182.4894642046886,75.0,1293765.4754581854
2530,1,1,0,Premium,1975.0,262.6048627952273,0.0,42.0,1065496.0253666313
2117,2,2,2,Downtown,2016.0,538.6866798794276,735.4370484685868,38.0,1076739.2917582528
3330,2,1,0,Suburbs,1988.0,369.2709048592923,1241.368421262813,75.0,801449.9735464524
2146,2,2,0,Standard,1964.0,211.27040649596114,0.0,33.0,521108.2755570799
1905,4,3,1,Standard,1977.0,440.3852699329387,0.0,87.0,862372.4835109585
1862,5,3,2,Downtown,1999.0,0.0,0.0,,1057733.0290876662
1726,3,1,0,Standard,1994.0,150.0,0.0,74.0,595058.8454969702
2027,2,2,1,Rural,2006.0,613.2839633056514,546.3764117112521,74.0,463785.4356097737
3213,2,1,2,Suburbs,1978.0,320.0722688709723,1032.8162046324717,25.0,683313.5112143658
1727,2,2,1,Suburbs,1964.0,322.5909735204479,823.0361981185438,17.0,429829.1382151075
